cod_cim,matched_symptoms
W52783005,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W52783006,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W52783007,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W52783008,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W52783009,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W52783010,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W52784001,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W52784002,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W52784003,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W52784004,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W52784005,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W52784006,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W52784007,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W52784008,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W52784009,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W52784010,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W54255001,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W54255002,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W54255003,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W54255004,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W54255005,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W54255006,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W54255007,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W54255008,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W54255009,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W54255010,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W54255011,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W54684014,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W54684005,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W54684001,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W54684004,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W54684002,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W54684006,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W54684007,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W54684008,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W54684009,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W54684010,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W54684011,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W54684012,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W54684013,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W54685001,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W54685002,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W54685003,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W55858001,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W55858002,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W55858003,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W55858004,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W71224004,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W71224005,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W65446001,['alte med. pt.trat.tulburarilor  functionale gastro-intestina siliconi']
W57090001,"['psihostimulante', 'med. utilizate in adhd si nootrope alte psihostimulante si nootrope']"
W57090002,"['psihostimulante', 'med. utilizate in adhd si nootrope alte psihostimulante si nootrope']"
W57090003,"['psihostimulante', 'med. utilizate in adhd si nootrope alte psihostimulante si nootrope']"
W67950001,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67950002,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67950003,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67950004,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67950005,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67950006,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67950007,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67950008,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67950009,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67950010,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67950011,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67950012,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67950013,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67950014,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67950015,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67950016,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67950017,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67950018,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67950019,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67950020,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67950021,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67950022,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67950023,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67950024,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67829001,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67829002,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67829003,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67829004,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67829005,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67829006,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67829007,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67829008,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67829009,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67829010,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W67829011,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W66818001,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W66818002,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W66818003,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W66818004,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W66818005,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W66818006,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W66818007,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W66818008,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W66818009,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W66818010,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W66818011,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W66818012,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W64820001,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W64820002,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W64820003,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W64820004,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W64820005,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W64820006,['stimulante cardiace excl. glicozizi cardiotonici med.adrenergice si dopaminergice']
W64737001,['imunosupresoare alte imunosupresoare']
W64737002,['imunosupresoare alte imunosupresoare']
W63805001,['imunosupresoare alte imunosupresoare']
W63805002,['imunosupresoare alte imunosupresoare']
W66270001,['imunosupresoare alte imunosupresoare']
W66270002,['imunosupresoare alte imunosupresoare']
W63806001,['imunosupresoare alte imunosupresoare']
W63806002,['imunosupresoare alte imunosupresoare']
W64738001,['imunosupresoare alte imunosupresoare']
W64738002,['imunosupresoare alte imunosupresoare']
W63807001,['imunosupresoare alte imunosupresoare']
W63807002,['imunosupresoare alte imunosupresoare']
W64739001,['imunosupresoare alte imunosupresoare']
W64739002,['imunosupresoare alte imunosupresoare']
W63808001,['imunosupresoare alte imunosupresoare']
W63808002,['imunosupresoare alte imunosupresoare']
W64740001,['imunosupresoare alte imunosupresoare']
W64740002,['imunosupresoare alte imunosupresoare']
W63809001,['imunosupresoare alte imunosupresoare']
W63809002,['imunosupresoare alte imunosupresoare']
W64741001,['imunosupresoare alte imunosupresoare']
W64741002,['imunosupresoare alte imunosupresoare']
W63810001,['imunosupresoare alte imunosupresoare']
W63810002,['imunosupresoare alte imunosupresoare']
W64742001,['imunosupresoare alte imunosupresoare']
W64742002,['imunosupresoare alte imunosupresoare']
W63811001,['imunosupresoare alte imunosupresoare']
W63811002,['imunosupresoare alte imunosupresoare']
W64736001,['imunosupresoare alte imunosupresoare']
W64736002,['imunosupresoare alte imunosupresoare']
W63804001,['imunosupresoare alte imunosupresoare']
W63804002,['imunosupresoare alte imunosupresoare']
W66430001,['hormoni ai lobului hipofizar anterior hormon somatotrop si agonisti ai acestuia']
W66430002,['hormoni ai lobului hipofizar anterior hormon somatotrop si agonisti ai acestuia']
W66430003,['hormoni ai lobului hipofizar anterior hormon somatotrop si agonisti ai acestuia']
W54046001,['hormoni ai lobului hipofizar anterior hormon somatotrop si agonisti ai acestuia']
W54046002,['hormoni ai lobului hipofizar anterior hormon somatotrop si agonisti ai acestuia']
W54046003,['hormoni ai lobului hipofizar anterior hormon somatotrop si agonisti ai acestuia']
W58303001,['chinolone antibacteriene fluorochinolone']
W58303002,['chinolone antibacteriene fluorochinolone']
W14009001,['chinolone antibacteriene fluorochinolone']
W60377003,['chinolone antibacteriene fluorochinolone']
W60377004,['chinolone antibacteriene fluorochinolone']
W60377005,['chinolone antibacteriene fluorochinolone']
W62811001,['chinolone antibacteriene fluorochinolone']
W65483001,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W65483002,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W65483003,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W65483004,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W65483005,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W65483006,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W65483007,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W65483008,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W65483009,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W65483010,['combinatii de inhibitori ai e.c.a. inhibitori ai e.c.a. si diuretice - combinati']
W63734001,['antiinfectioase intestinale antibiotice']
W63734002,['antiinfectioase intestinale antibiotice']
W63734003,['antiinfectioase intestinale antibiotice']
W63734004,['antiinfectioase intestinale antibiotice']
W63735001,['antiinfectioase intestinale antibiotice']
W69191001,['antiinfectioase intestinale antibiotice']
W69191002,['antiinfectioase intestinale antibiotice']
W69191003,['antiinfectioase intestinale antibiotice']
W69191004,['antiinfectioase intestinale antibiotice']
W69191005,['antiinfectioase intestinale antibiotice']
W69845001,['anestezice locale amide']
W69845002,['anestezice locale amide']
W69845003,['anestezice locale amide']
W69846001,['anestezice locale amide']
W69846002,['anestezice locale amide']
W69846003,['anestezice locale amide']
W59828001,[]
W65942006,['combinatii']
W65942007,['combinatii']
W65942001,['combinatii']
W65942002,['combinatii']
W65942008,['combinatii']
W65942003,['combinatii']
W65942004,['combinatii']
W65942005,['combinatii']
W65941006,['combinatii']
W65941007,['combinatii']
W65941001,['combinatii']
W65941002,['combinatii']
W65941008,['combinatii']
W65941003,['combinatii']
W65941004,['combinatii']
W65941005,['combinatii']
W65940006,['combinatii']
W65940007,['combinatii']
W65940001,['combinatii']
W65940002,['combinatii']
W65940008,['combinatii']
W65940003,['combinatii']
W65940004,['combinatii']
W65940005,['combinatii']
W65939006,['combinatii']
W65939007,['combinatii']
W65939001,['combinatii']
W65939002,['combinatii']
W65939008,['combinatii']
W65939003,['combinatii']
W65939004,['combinatii']
W65939005,['combinatii']
W67203001,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67203002,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67203003,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67203004,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67203005,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67203006,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67203007,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67203008,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67203009,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67203010,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67203011,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67203012,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67203013,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67203014,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67203015,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67203016,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67203017,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67202001,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67202002,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67202003,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67202004,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67202005,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67202006,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67202007,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67202008,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67202009,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67202010,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67202011,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67202012,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67202013,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67202014,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67202015,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W67202016,['bloc. selective canale  calciu cu ef. preponderent vascular derivati dihidropiridinici']
W64691001,['antivirale cu actiune directa inhibitori de proteaza']
W44055001,['decongestionante si antialergice simpatomimetice utilizate ca decongestionante']
W57866001,['alte analgezice si antipiretice pirazolone']
W57866002,['alte analgezice si antipiretice pirazolone']
W57866003,['alte analgezice si antipiretice pirazolone']
W08609003,['alte analgezice si antipiretice pirazolone']
W08609001,['alte analgezice si antipiretice pirazolone']
W08609002,['alte analgezice si antipiretice pirazolone']
W65190001,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W65191001,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W65192001,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W65188001,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W65193001,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W65189001,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W69005001,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W69005002,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W69005003,['med. pt. trat. ulcerului gastro-duodenal si bolii-reflux g.e inhibitori ai pompei de protoni']
W08973001,"['insuline si analogi insuline si analogi act. interm. comb.cu act. rapida', 'inject']"
W08973002,"['insuline si analogi insuline si analogi act. interm. comb.cu act. rapida', 'inject']"
W08254001,"['insuline si analogi insuline si analogi act. interm. comb.cu act. rapida', 'inject']"
W08254002,"['insuline si analogi insuline si analogi act. interm. comb.cu act. rapida', 'inject']"
W08932001,['insuline si analogi insuline si analogi cu actiune rapida']
W08932002,['insuline si analogi insuline si analogi cu actiune rapida']
W08932003,['insuline si analogi insuline si analogi cu actiune rapida']
W07268001,['insuline si analogi insuline si analogi cu actiune rapida']
W07268002,['insuline si analogi insuline si analogi cu actiune rapida']
W53034001,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W53034002,['vitamina k si alte hemostatice factori ai coagularii sanguine']
W66150001,['preparate pt.afectiuni tirodiene hormoni tiroidieni']
W58360001,['contraceptive hormonale pentru uz sistemic progesteroni si estrogeni combinatii fixe']
W58360002,['contraceptive hormonale pentru uz sistemic progesteroni si estrogeni combinatii fixe']
W53894001,['vitamina k si alte hemostatice alte hemostatice sistemice']
W67431001,['antagonisti hormonali si substante inrudite antiandrogeni']
W66069001,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66069004,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66069002,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66069003,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66069005,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66069006,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66069007,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66070001,['medicamente topice pentru dureri articulare si musculare antiinflamatoare nesteroidiene de uz topic']
W66070002,['medicamente topice pentru dureri articulare si musculare antiinflamatoare nesteroidiene de uz topic']
W66070003,['medicamente topice pentru dureri articulare si musculare antiinflamatoare nesteroidiene de uz topic']
W66070004,['medicamente topice pentru dureri articulare si musculare antiinflamatoare nesteroidiene de uz topic']
W66070005,['medicamente topice pentru dureri articulare si musculare antiinflamatoare nesteroidiene de uz topic']
W70331001,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W70331002,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W70331003,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W70331004,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W70331005,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W70331006,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W70331007,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W70331008,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W70331009,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66085001,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66085002,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66085003,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66085004,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66085005,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66085006,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66085007,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66085008,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66085009,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W65692001,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W65692002,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W65692003,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W65692004,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W65692005,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W65692006,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W65692007,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W65943002,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W65943003,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66067001,['medicamente topice pentru dureri articulare si musculare antiinflamatoare nesteroidiene de uz topic']
W66067002,['medicamente topice pentru dureri articulare si musculare antiinflamatoare nesteroidiene de uz topic']
W66067003,['medicamente topice pentru dureri articulare si musculare antiinflamatoare nesteroidiene de uz topic']
W66067004,['medicamente topice pentru dureri articulare si musculare antiinflamatoare nesteroidiene de uz topic']
W66067005,['medicamente topice pentru dureri articulare si musculare antiinflamatoare nesteroidiene de uz topic']
W66067006,['medicamente topice pentru dureri articulare si musculare antiinflamatoare nesteroidiene de uz topic']
W66095002,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66095004,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66095006,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66094001,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66094002,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66094003,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66094004,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66094005,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66094006,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66094007,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66094008,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66094009,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66094010,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66094011,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66094012,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66094013,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66094014,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66094015,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66094016,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66084001,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66084002,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66084003,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66084004,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66084005,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66083001,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66083002,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66083003,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66083004,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66083005,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W69383001,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66072001,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66088001,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66088002,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66088003,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66088004,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66088005,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66088006,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66088007,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66088008,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66088009,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66088010,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66088011,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66088012,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66074001,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66073001,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66073002,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66073003,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66071001,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66071002,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66071005,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66071006,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W66068001,['decongestionante nazale de uz sistemic simpatomimetice']
W66068002,['decongestionante nazale de uz sistemic simpatomimetice']
W69709001,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W69709002,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W69709003,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W69709004,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
W69709005,['antiinflamatoare si antireumatice nesteroidiene derivati de acid propionic']
